dteday,instant,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2012-03-07,432,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916
2012-03-08,433,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382
2012-03-09,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569
2012-03-10,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118
2012-03-11,436,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911
2012-03-12,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298
2012-03-13,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847
2012-03-14,439,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997,5315,6312
2012-03-15,440,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005,5187,6192
2012-03-16,441,1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548,3830,4378
2012-03-17,442,1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,3155,4681,7836
2012-03-18,443,1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,2207,3685,5892
2012-03-19,444,1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,982,5171,6153
2012-04-01,457,2,1,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,2347,3694,6041
2012-04-02,458,2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208,4728,5936
2012-04-03,459,2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348,5424,6772
2012-04-04,460,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058,5378,6436
2012-04-05,461,2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192,5265,6457
2012-04-06,462,2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807,4653,6460
2012-04-07,463,2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,3252,3605,6857
2012-04-08,464,2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169
2012-04-09,465,2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585
2012-04-10,466,2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918
2012-04-11,467,2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862
2012-04-12,468,2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409
2012-04-13,469,2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398
2012-04-14,470,2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460
2012-04-15,471,2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2846,4286,7132
2012-04-16,472,2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370
2012-04-17,473,2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691
2012-04-18,474,2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347,4020,4367
2012-04-19,475,2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846,5719,6565
2012-05-01,487,2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653,5087,5740
2012-05-02,488,2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667,5502,6169
2012-05-03,489,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764,5657,6421
2012-05-04,490,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069,5227,6296
2012-05-05,491,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2496,4387,6883
2012-05-06,492,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135,4224,6359
2012-05-07,493,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008,5265,6273
2012-05-08,494,2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738,4990,5728
2012-05-09,495,2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620,4097,4717
2012-05-10,496,2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026,5546,6572
2012-05-11,497,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030
2012-05-12,498,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429
2012-05-13,499,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118
2012-05-14,500,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843
2012-05-15,501,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115
2012-05-16,502,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424
2012-05-17,503,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384
2012-05-18,504,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639
2012-05-19,505,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,3410,4884,8294
2012-06-01,518,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533,3594,4127
2012-06-02,519,2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2795,5325,8120
2012-06-03,520,2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2494,5147,7641
2012-06-04,521,2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998
2012-06-05,522,2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001
2012-06-06,523,2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027,6028,7055
2012-06-07,524,2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494
2012-06-08,525,2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488,6248,7736
2012-06-09,526,2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2708,4790,7498
2012-06-10,527,2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224,4374,6598
2012-06-11,528,2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664
2012-06-12,529,2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477,4495,4972
2012-06-13,530,2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173,6248,7421
2012-06-14,531,2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363
2012-06-15,532,2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563,6102,7665
2012-06-16,533,2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2963,4739,7702
2012-06-17,534,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2634,4344,6978
2012-06-18,535,2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099
2012-06-19,536,2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968,5857,6825
2012-07-01,548,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
2012-07-02,549,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
2012-07-03,550,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660
2012-07-04,551,3,1,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2562,4841,7403
2012-07-05,552,3,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405,4836,6241
2012-07-06,553,3,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366,4841,6207
2012-07-07,554,3,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448,3392,4840
2012-07-08,555,3,1,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203,3469,4672
2012-07-09,556,3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998,5571,6569
2012-07-10,557,3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954,5336,6290
2012-07-11,558,3,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975,6289,7264
2012-07-12,559,3,1,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032,6414,7446
2012-07-13,560,3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511,5988,7499
2012-07-14,561,3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2355,4614,6969
2012-07-15,562,3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031
2012-07-16,563,3,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088,5742,6830
2012-07-17,564,3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921,5865,6786
2012-07-18,565,3,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799,4914,5713
2012-07-19,566,3,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888,5703,6591
